content,title,tag,time
" تنطلق غداً في مختلف مناطق المملكة ورش أعمال ""أكاديمية العمل"" برعاية وزير العمل المهندس عادل فقيه التي تضم مجموعة من البرامج التدريبية العلمية والمهنية المتعلقة بأعمال المفتشين الميدانيين والإداريين والقياديين والوظائف الاخصائية في الوزارة. وأوضح مدير عام إدارة الموارد البشرية في الوزارة ماجد علي باشا أن البرنامج يهدف إلى رفع مستويات وكفاءات الموظفين العاملين لدى الوزارة، ونشر الوعي الثقافي والاجتماعي والتعليمي بينهم والاهتمام بإعداد ممارسين مؤهلين لتولي الوظائف التخصصية في مجال السياسات العمالية والتفتيشية، مبيناً أن أكاديمية العمل ستعتمد من لجنة التدريب والابتعاث بوزارة الخدمة المدنية. واضاف أنه تم الأخذ في الحسبان تنوع أساليب التعليم للمتدربين، عبر تطبيق التعلم عن بعد وإقامة عدد من ورش العمل والابتعاث الخارجي. وأكد باشا أن الفكرة من إقامة أكاديمية العمل تعود إلى إيجاد بيئة تعليمية تخدم منسوبي وزارة العمل، من حيث توفير برامج تدريبية متنوعة تضاف لتخصصاتهم المختلفة التفتيشية منها والإدارية والإخصائية والقياديين، لضمان رفع مستويات الكفاءات المهنية والعلمية لديهم، مشيراً إلى أن أعمال الورش ستنطلق يوم السبت القادم في مناطق الرياض وحائل وأبها والقصيم والدمام، بمتابعة وزير العمل الذي أشرف على مراحل إعداد البرنامج وتنفيذه لضمان تحقيق نجاحه ورفع مستوى الخدمة التي تقدمها الوزارة للمواطنين والمقيمين. وأضاف مدير عام إدارة الموارد البشرية في وزارة العمل أن البرنامج يهتم بإعداد ممارسين مؤهلين علميا ومهنيا لتولي الوظائف التخصصية، بالإضافة إلى إيجاد صف ثان من القيادات الإدارية من موظفي الوزارة في جميع مناطق المملكة لنشر الوعي الثقافي والاجتماعي والتعليمي بين الموظفين، وإعداد قيادات ومديرين لديهم القدرة على التوجيه وإرشاد مرؤوسيهم، مؤكداً على التنوع في طرق التدريب التي ستنتهجها الأكاديمية بشكل يضمن استيعاب أكبر قدر ممكن من المستفيدين من خلال عقد ورش عمل تدريبية لهم، وتدريبهم على رأس العمل، والابتعاث الخارجي لهم، إضافة إلى توظيف خدمة التعلم عن بعد بشكل يهدف لوصول المعلومات بشكل سلس ومريح.",وزارة العمل تطلق برامج تدريبية لتأهيل المفتشين الميدانيين والإداريين والقياديين,الاقتصاد, الجمعة 20 شوال 1433 هـ - 7 سبتمبر 2012م - العدد 16146 
" قام محافظ المؤسسة العامة لتحلية المياه المالحة الدكتور عبدالرحمن بن محمد آل إبراهيم وعدد من كبار المسؤولين بالمؤسسة بزيارة لشركة المياه الوطنية أمس الأول والتقى الرئيس التنفيذي للشركة لؤي بن أحمد المسلم بحضور عدد من كبار المسؤولين في الشركة، بمقر الشركة بمدينة الرياض. واطلع معاليه والوفد المرافق على بيئة العمل بشركة المياه الوطنية واستمع إلى شرح عن الأنظمة والشاشات التي تضمها اللوحة الالكترونية، ثم تجول معاليه على بعض مرافق الشركة. عقب ذلك زار معالي محافظ المؤسسة العامة لتحلية المياه المالحة والوفد المرافق مركز خدمات العملاء الإقليمي الواقع شمال مدينة الرياض، واطلع على مركز الاتصال الموحد، وغرفة التحكم سكادا للتحكم عن بعد بإنتاج محطات التناضح العكسي وتوزيع المياه في الشبكة بمدينة الرياض، والتي يتم تزويدها يومياً بأكثر من 800 ألف متر مكعب من أكبر محطات التحلية في العالم وهي محطة التحلية بالجبيل. وفي ختام الزيارة أكد محافظ المؤسسة العامة لتحلية المياه المالحة الدكتور عبدالرحمن آل إبراهيم أن هذه الزيارة تأتي استكمالاً لزيارات سابقة لدراسة وضمان إمدادات المياه لمدينة الرياض، ولاستمرار التنسيق مع شركة المياه الوطنية للحفاظ على استراتيجية إمدادات المياه. وقال: "" لقد سعدت اليوم بزيارتي لشركة المياه الوطنية وبالفعل ليس من رأى كمن سمع. وأكد أهمية استمرار التعاون بين المؤسسة العامة لتحلية المياه المالحة التي تضطلع بدور بارز وحيوي في سبيل توفير المياه المحلاة، وبين شركة المياه الوطنية التي تضطلع أيضاً بدور بارز وحيوي في سبيل ايصال وتوزيع هذه المياه الى المستفيدين. من جهته عبر الرئيس التنفيذي لشركة المياه الوطنية لؤي بن احمد المسلم بقوله "" لقد سعدنا نحن في شركة المياه الوطنية باستقبال معالي محافظ المؤسسة العامة لتحلية المياه المالحة الدكتور عبدالرحمن بن محمد آل إبراهيم، واطلاعه عن قرب على مقدرات الشركة التي نتطلع لتسخير كافة إمكاناتها الفنية والبشرية لتقديم أفضل الخدمات المائية والبيئة لعملائنا الكرام، واصفاً الزيارة بأنها تعطي الدافع الأكبر لنا ولجميع العاملين بالشركة لمواصلة الجهد وتقديم الأفضل "". كما قدم الرئيس التنفيذي لشركة المياه الوطنية شكره وامتنانه لمعالي محافظ المؤسسة العامة لتحلية المياه المالحة على زيارته للشركة والتي تخدم التعاون البناء والمثمر لتحقيق المصلحة العامة في تطوير الأعمال المشتركة بين شركة المياه الوطنية والمؤسسة العامة لتحلية المياه المالحة مثنياً على الجهود التي تبذلها المؤسسة والتي تعد من أهم الشركاء الإستراتيجيين لشركة المياه الوطنية .",محافظ مؤسسة التحلية يطلع ميدانياً على ضمان إمدادات المياه .. للرياض,الاقتصاد, الجمعة 20 شوال 1433 هـ - 7 سبتمبر 2012م - العدد 16146 
" وقعت وزارة الشؤون الاجتماعية ممثلة بوكالتها للتنمية الاجتماعية أمس، مذكرة تفاهم مع بنك الجزيرة على التعاون المشترك حول برنامج تعزيز قدرات العاملين بالجهات الأهلية التي تشرف عليها وزارة الشؤون الاجتماعية. وتهدف الاتفاقية التي وقعها من جانب الوزارة عبد العزيز بن ابراهيم الهدلق وكيل الوزارة للتنمية الاجتماعية ومن جانب البنك نبيل بن داود الحوشان الرئيس التنفيذي، إلى دعم وتشجيع برامج التدريب المنتهي بالتوظيف والتأهيل لسوق العمل وتدريب الأشخاص ذوي الإعاقة التي تنفذها الجهات الأهلية وكذلك دعم البرامج التأهيلية من خلال إنشاء معامل الحاسب الآلي وحاضنات الإنتاج الأسري والمشاغل الإنتاجية النسائية والبرامج الترفيهية للأطفال والأشخاص ذوي الإعاقة. كما تشمل محاور الاتفاقية رعاية البرامج التثقيفية وحملات التوعية الاجتماعية والإرشاد والتوجيه الاجتماعي التي تنفذها مراكز التنمية الاجتماعية. وقال ل ""الرياض"" نبيل الحوشان عقب توقيع الاتفاقية إن البنك يسعى إلى المساهمة في خدمة المجتمع من خلال رصد 100 مليون ريال لدعم العمل الخيري في المملكة، ويركز على خدمة الجمعيات الخيرية وتنمية وتطوير الكوادر الشبابية التي لديها أفكار لمشاريع وكذلك دعم الجمعيات الخاصة بذوي الاحتياجات الخاصة. وأضاف أن الاتفاقية مع وزارة الشؤون الاجتماعية تركز على توجيهات الوزارة والتي تكون من خلال مرئيات الوزارة تجاه عدد من الجمعيات التي ترى أنها بحاجة إلى الدعم ومن ثم يتم الاتصال ببنك الجزيرة والذي يقوم بتأمين احتياجات هذه الجمعيات. من جهته أوضح الدكتور فهد بن علي العليان المدير التنفيذي لبرامج خدمة المجتمع في بنك الجزيرة، أن خدمة المجتمع التي يقوم بها البنك هي تحت برنامج (خير الجزيرة لأهل الجزيرة) والذي يشمل دعم وتهيئة الشباب من الجنسين، وكذلك تقديم قروض بدون فوائد للشباب في مشاريع المناحل. واتفق الطرفان على تشكيل فريق عمل من وكالة الوزارة للتنمية الاجتماعية ومن بنك الجزيرة لتنفيذ بنود مذكرة التفاهم ومتابعتها. من جانب آخر، أوضح عبد العزيز الهدلق أن مشروع الربط الإلكتروني للجمعيات الخيرية لم يتوقف أبدا، وإنما واجه بعض الصعوبات اللوجستية في البنية التحتية والتجهيزات للجمعيات الخيرية، أما النظام كبرنامج فهو موجود وتعمل عليه حاليا أربع جمعيات ربطت لاختبار النظام ومعرفة التعديلات وهو منتهٍ من حوالي ستة شهور وهو أصبح جاهزا حاليا. وبيَّن أن المرحلة الثانية للمشروع عملية الربط بوجود التعاملات الإلكترونية (يسر) بعد انتهاء المرحلة الأولى لعملية تطوير النظام وإيجاد البنية التحتية سواء في الوزارة أو الجمعيات الخيرية، ننتظر الإجراءات المطلوبة من الزملاء في برنامج (يسر).",«الشؤون الاجتماعية» وبنك الجزيرة توقعان اتفاقية لدعم الجمعيات الخيرية,الاقتصاد, الجمعة 20 شوال 1433 هـ - 7 سبتمبر 2012م - العدد 16146 
" وافقت الجمعية العمومية غير العادية لشركة المجموعة المتحدة للتأمين التعاوني ""أسيج"" في اجتماعها امس الاول على زيادة رأسمال الشركة من 100 مليون ريال موزعة على 10 ملايين سهم إلى 200 مليون ريال موزعة على 20 مليون سهم بزيادة بنسبة 100 % بواقع سهم مقابل كل سهم يملكها المساهم من خلال طرح أسهم حقوق أولوية بقيمة 100 مليون ريال للمساهمين المستحقين للاكتتاب في نهاية تداول يوم انعقاد الجمعية العامة غير العادية وسيكون سعر الطرح 10 ريالات للسهم الواحد لجمع 100 مليون ريال. وأوضحت شركة السوق المالية أن الشركة ستقوم بالإعلان عن تاريخ وآلية الاكتتاب في وقت لاحق ، مشيرة إلى أن الشركة وافقت على تعديل المادة السابعة من النظام الأساسي للشركة الخاصة بزيادة رأس المال تبعاً لذلك. من جانبها أكدت شركة أسيج أنه سيتم استخدام متحصلات الاكتتاب في أسهم حقوق الأولوية لتوفير المتطلبات النظامية الخاصة لهامش الملاءة المالية ورغبة إدارة الشركة في قبول أعمال خاصة بإعادة التأمين الاختياري بعد أخذ الموافقة المسبقة من مؤسسة النقد العربي السعودي ودعم النمو في المنتجات الحالية وتقديم منتجات جديدة. كما أعلنت ""تداول"" أن أسهم زيادة رأس المال سيتم إيداعها في المحافظ الاستثمارية بعد الانتهاء من عملية الاكتتاب في أسهم حقوق الأولوية.",عمومية «أسيج» توافق على زيادة رأس المال إلى 200 مليون ريال,الاقتصاد, الجمعة 20 شوال 1433 هـ - 7 سبتمبر 2012م - العدد 16146 
 زار مهرجان تمور عنيزة الثامن عصر اول من أمس 22 عضواً من كتاب الصحف المحلية في الإعلام السعودي بالمملكة حيث صحبهم المشرف العام على المهرجان يوسف ابراهيم الضاري فى جولة شاملة على معالم عنيزة الحضارية والتراثية وبخاصة الزراعي منها وتهدف الزيارة متابعة المواقع والتجارب السياحية الناجحة بالمنطقة والتي تستهدف الحرف والصناعات اليدوية ومشاريع السياحة الزراعية ومواقع التراث العمراني ومشاريع النزل الريفية والبلدات التراثية وغيرها.. الجولة بدأت بزيارة مزرعة الخياط أو ( حايط الخياط ) وهى إحدى المزارع المشهورة في عنيزة بتاريخها العريق وبتراثها اذ نشأت المزرعة قبل اكثر من 200 عام وقد تم تحويل هذا الإرث والحضارة الحيّة الى منتزه ريفي ينضم إلى مواقع عنيزة السياحية لتكون مثالاً حياً يراه الجيل الجديد يتعلم منه كيف كان أهلهم في القديم يعيشون ويعملون في مزارعهم.. عقب ذلك زار الوفد فلايح عنيزة التى تقع في وسط عنيزة في الجهة الغربية منها، ومازالت تنبض بعبق الماضي الجميل، من خلال جذوع نخيلها العالية، وأبارها القديمة، وطريقة سقياها للمزروعات اذ مازال هناك مزارعون يسيرون على النهج نفسة في الزراعة ويفصل الكثير من الزوار زيارة هذه المزارع ومشاهدة آبارها والأدوات المستخدمة في زراعتها وجني الثمار فيها.. وكانت المحطة الثالثة فى جدول الزيارة جولة داخل سوق المسوكف الشعبي الذى شيد على الطراز القديم في محافظة عنيزة بدعم كبير من أبناء عبدالله الحمد الزامل (رحمه الله) بتكلفة بلغت اكثر من خمسة ملايين ريال. ويقصد بسوق المسوكف الشعبي الواقع غرب وجنوب بيت البسام التراثي المشيد على الطراز القديم وسمي بهذا الاسم نسبة إلى سوق المسوكف القديم الذي أزيل عام 1394ه والذي كان يعتبر من أشهر الأسواق التجارية في منطقة نجد في ذلك الوقت. ويشتمل السوق على عدة أقسام هي المحلات التجارية (الدكاكين) والمجالس الشعبية (القهوة) والمجلس المفتوح والمتحف وساحة عرض وأروقة وقباب ومكاتب إدارية وجلسات شعبية ومدخل رئيسي وفرعي وخدمات ومطاعم شعبية. ويهدف تشغيل السوق بشكل دائم ليكون نموذجا لأسواق عنيزة الشعبية القديمة ومحافظا على الموروث التراثي العريق ولضمان الحركة الاقتصادية والاستمرارية والانعكاس للماضي العريق في السوق.. بعد ذلك زار الوفد مطل البلدية وسط منطقة الحاجب السياحية على الدائري الجنوبي الغربي ثم زار الوفد دار عنيزة للفنون الشعبية حيث قدمت لهم فرقة عنيزة عدد من الالوان الشعبية التي اشتهرت بها المحافظة ثم كانت المحطة الاخيرة نزل (الملفي) الريفية على طريق العوشزية.. وقد عبر اعضاء الوفد عن سعادتهم بهذه الزيارة التي جعلتهم يتعرفون على امكانات عنيزة السياحية بصورة اكبر واجمعوا على ان من رأي ليس كمن سمع فقد شاهدوا مايتلج الصدر بحق.,وفد إعلامي زار المهرجان وأبدى إعجابه بمزارع عنيزة التراثية,الاقتصاد, الجمعة 20 شوال 1433 هـ - 7 سبتمبر 2012م - العدد 16146 
 قال المزارع عبدالعزيز عبدالكريم القرزعي انه يجلب يوميا مامعدله 100 عبوة تمور من مزرعته الكائنة بمخطط اليحيا مشيرا الي ان عدد نخيله تجاوز 300 نخلة اغلبها من نوعي السكري والبرحي وقال بلهجة شعبية بسيطة – السوق فرض ذلك – كون اغلب الطلبيات تنحصر فيهما .. القرزعي اضاف فى معرض حديثه عن رغبات المتسوقين الى جانب السكري الفاخر والبرحي يفضل غالبية المتسوقين من تمور عنيزة ما يكون بلحا أو نصف متمر ويسمى بالسوق (مناصيف) وهذا النوع يقبل عليه العديد من مرتادي السوق من محبي المناصيف وخاصة نوع الحساوية والشقراء والونانة والسكري ويبحثون عنه خاصة في بداية الموسم وقبل ان يصبح تمرات لطعمها اللذيذ والحلو ولنكهته الخاصة بعد موسم كامل تكون النفس مشتاقة لمثل هذه الأصناف الموسمية وسوق عنيزة يزخر بالعديد من هذه الأصناف والإشكال وبشكل يومي وبكميات كبيرة .,القرزعي: أجلب يومياً 100 عبوة تمر من 300 نخلة,الاقتصاد, الجمعة 20 شوال 1433 هـ - 7 سبتمبر 2012م - العدد 16146 
 كشف التقرير الاحصائي الاول الصادر من مهرجان عنيزة الثامن للتمور ان زوار المهرجان والمتسوقين الكويتيين يتصدرون اعداد الزوار من غير السعوديين .. حيث يحظى المهرجان بسمعة كبيرة ومكانه خاصة لدى الكويتيين. وأشار التقرير ان تصدر الكويتيين مستمر للعام الخامس على التوالي منذ النسخة الرابعة من المهرجان حين تم إقرار النظام الاحصائي. كما أبان التقرير ان القطريين حلوا بالمرتبة الثانية بدل الاماراتيين الذين كانوا متمسكين بهذا المركز طوال السنوات الاربع الماضية حيث زادت نسبة تسوق القطريين كثيراً هذا العام، بينما تراجع الاماراتيون للمركز الثالث وجاء البحرينيون والعمانيون بالمركزين الرابع والخامس على التوالي. وكشف ذات التقرير ان التمر من نوع السكري ما زال هو المطلب الاول بدون منازع للخليجيين. بينما البرحي هو النوع الثاني ومن ثم التمر من نوع الصقعي صار هو المطلب الثالث للخليجيين وافاد التقرير ان نسبة مشتريات الخليجيين قد زادت بنسبة 26.7% مقارنة بمشتريات العام الماضي. ,الكويتيون يتصدرون زوار مهرجان عنيزة للتمور,الاقتصاد, الجمعة 20 شوال 1433 هـ - 7 سبتمبر 2012م - العدد 16146 
 يقوم فريق الامن بساحة التمور بعدد من المهام التي تضمن سلامة حركة البيع والشراء اليومية اذ تقع على عاتقهم مسؤولية ترتيب عمليات التزيل والتحميل ومراقبة السوق على مدار اليوم ومتابعة نوعية التمور التي تجلب للسوق بحيث يوجه كل صنف الى موقعه المحدد، كما يقومون بالتأكد من ارقام الكميات المجلوبة والتأكد من اسم مالكها ومتابعة نقل التمر بعد بيعها الى جانب ارشاد المتسوقين ومساعدتهم عند الحاجة وعدد آخر من المهام التي تنحصر فى مجملها حول الامور الامنية داخل ساحة التمور، وقد ادى الفريق حتى الآن مهمامه بكل اقتدار بدليل خلو الساحة من أي حالة سرقة او غش حتى الآن .. ويضم فريق امن الساحة عبدالله ابراهيم الزويد وخليفه عمر الخليفة، وصالح عيد العزيز البيحي وعبدالعزيز محمد القرزعي وسليمان محمد الهويري وعبد الحميد محمد الحمدان ومحمد عبدالله الحمدان وعبد الرحمن صالح العبيد، وصالح عبد الرحمن العبيد، وبرهيم صالح الشميمري،وعبدالعزيز رشيد الحصين وسالم سويلم السويلم،ومشعل عبدالله الحصين، وأحمد عبدالله الشليلان.,21 مهمة يومية لفريق أمن الساحة,الاقتصاد, الجمعة 20 شوال 1433 هـ - 7 سبتمبر 2012م - العدد 16146 
" اعتادت الأستوديوهات الأمريكية تأخير طرح أفلامها الجيدة إلى الأشهر الأخيرة من كل سنة، فيما بات يُعرف بموسم الجوائز، وذلك من أجل أن تكون قريبة من أذهان النقاد حال بدئهم بتقديم ترشيحاتهم. ويبدأ موسم الجوائز السنوي عادة مع نهاية شهر سبتمبر ويستمر حتى نهاية شهر يناير قبل أيام من موعد الإعلان عن ترشيحات الأوسكار التي تعد الأهم في أجندة الجوائز الأمريكية؛ أي أننا نعيش هذه الأيام بداية الموسم السينمائي الأجمل في هوليود والحافل بأفضل الأفلام وأجودها. وإذا ألقينا نظرة على ما تبقى من سنة 2012 وأول شهرٍ من السنة التي تليها، سنجد أنها مملوءة بالأفلام الكبيرة وبشكل لم يتكرر في السنوات الأخيرة، حيث يُنتظر أن تنطلق خلال هذه الفترة القصيرة عروض أكثر من عشرين فيلماً يمكن تصنيفها بأفلام الدرجة الأولى التي ستتنافس بقوة على حصد الجوائز، وهذا الر قم كبير وليس له سابقٌ في تاريخ هوليود القريب، وإذا ما كانت هذه الأفلام عند مستوى التوقعات فستكون سنة 2012 سنةً استثنائية بالفعل. من أهم الأفلام وربما أهمها على الإطلاق فيلم (السيد-The Master) للمخرج بول توماس أندرسون صاحب الأفلام الممتازة ""ماغنوليا، سيكون هناك دماء، وبوغي نايت""، الذي سيُقدم في فيلمه الجديد حكاية نفسية تدور في فلك الإيمان والشك، يلعب بطولتها الممثل فيليب سايمور هوفمان بشخصية ""السيد"" الذي يقوم بعد الحرب العالمية الثانية بتأسيس طائفة دينية خاصة به يكون هو قائدها المُلهم الذي يعتمد على ""كاريزماه"" المؤثرة ليكسب أتباعاً جدداً، ومن بين هؤلاء تابعه المخلص فريدي (خواكين فونيكس) الذي يساعده كثيراً في إدارة الجماعة، رغم معاناته النفسية بسبب الأسئلة المربكة التي بدأت تغزو عقله. عروض الفيلم ستبدأ في 21 سبتمبر الجاري، وهو ينتمي لقائمة الأفلام التي سيكون تواجدها مؤكداً في ترشيحات الأوسكار المقبل، وتشمل هذه القائمة أربعة أفلام أخرى هي: فيلم Zero Dark Thirty الذي يروي تفاصيل عملية قتل أسامة بن لادن للمخرجة كاثرين بيغلو الفائزة بأوسكار أفضل فيلم قبل أربع سنوات، وفيلم (لينكولن-Lincoln) للمخرج ستيفن سبيلبرغ الذي يحكي سيرة الرئيس الأمريكي آبراهام لينكولن وسيقوم ببطولته الممثل البارع داني دي لويس في دور يتوقع أن يكون الأفضل خلال السنة. أما الفيلم الرابع في هذه القائمة فهو الفيلم الفانتازي الضخم ""الهوبيت"" للمخرج بيتر جاكسون صاحب ثلاثية ""لورد الخواتم""، والفيلم الخامس سيكون للمخرج الفيلسوف تيرينس ماليك بعنوان To the Wonder الذي يسرد فيه بأسلوبه الشِعري حكاية رومانسية بطلها رجل - يؤدي دوره الممثل بين أفليك - يعود إلى بلدته ليدخل في علاقة عاطفية جديدة بعد زواج فاشل. إلى جانب هذه الأفلام الخمسة، هناك مجموعة أخرى لا تقل أهمية، يأتي في مقدمتها فيلم Django Unchained للمخرج كوينتن تارنتينو وبطولة كوكبة من النجوم مثل ليوناردو ديكابريو وكريستوف وولتز وجيمي فوكس، يشتركون جميعاً في ملحمة سينمائية صاخبة تجري أحداثها في الغرب الأمريكي حيث العبيد يرغبون في انتزاع حريتهم من أيدي صائدي الجوائز والملاّك المستبدين، وستنطلق عروض الفيلم في 25 ديسمبر المقبل. ثم يأتي فيلم ""حياة باي"" للمخرج آنغ لي كأحد الأفلام المهمة هذه السنة (تجد معلومات عنه في موضع آخر من الصفحة)، إلى جانب فيلم The Impossible الذي يمكن اعتباره أول فيلم يتحدث بتركيز شديد عن كارثة تسونامي التي اجتاحت الشواطئ الآسيوية، ويلعب بطولته ناعومي واتس وإيوان ماكريغور. السياسة ستكون حاضرة في اثنين من الأفلام المهمة التي ينتظر عرضها في ما تبقى من عام 2012، هما فيلم Argo الذي يحكي تفاصيل هرب عدد من الرهائن الأمريكيين من إيران خلال حصار السفارة الأمريكية الشهير الذي حدث بُعيد ثورة الخميني عام 1979 واستمر 444 يوماً حتى مطلع العام 1981، وهو من بطولة وإخراج بين أفليك، أما الفيلم الثاني فيتناول علاقة عاطفية عابرة عاشها الرئيس الأمريكي الراحل فرانكلين روزفيلت مع إحدى قريباته خلال الأسبوع الذي استقبل فيه ملك وملكة بريطانيا في نيويورك عام 1939، الفيلم الذي يحمل عنوان Hyde Park on Hudson يلعب بطولته بيل موراي ولورا ليني وستبدأ عروضه في ديسمبر المقبل. الروائيان الكبيران فيكتور هوغو وليو تولستوي سيكونان أيضاً من نجوم موسم الجوائز الأمريكي, حيث سيعرض فيلمان كبيران مأخوذان من أشهر رواياتهما، البؤساء وآنا كارنينا. ففي الفيلم الأول ""البؤساء"" يُعيد المخرج توم هوبر أجواء ملحمة هوغو الخالدة بصورة سينمائية ينتظر أن تجد احتفاء مميزاً عند عرضها في ديسمبر المقبل، خاصة وأن المخرج هوبر قد فاز بأوسكار أفضل فيلم قبل عامين عن فيلم ""خطاب الملك""، هذا إلى جانب أن بطولة ملحمته الجديدة ستتوزع بين النجوم روسل كرو وآن هاثاوي وهيو جاكمان. أما الرائعة الرومانسية ""آنا كارنينا"" التي أبدعها الروسي ليو تولستوي، فستكون محور الفيلم الذي أخرجه المتميز جو رايت والذي تلعب بطولته كيرا نايتلي في ثالث تعاون يجمعها بالمخرج بعد نجاحهما الكبير في التحفتين السينمائيتين؛ Pride & Prejudice عام 2005، وAtonement عام 2007. وإذا كان الحديث عن أهم الأفلام التي ينتظر أن تسجل ناجحاً في موسم الجوائز المقبل، فلا شك أن تلك التي نالت الترشيح لسعفة ""كان"" الذهبية في شهر مايو الماضي ستكون على رأس القائمة، وهي تشمل الأفلام: On the Road للمخرج والتر ساليس وبطولة كريستين ستيوارت عن الرحلة الطويلة لشابين أمريكيين في نهاية الأربعينيات، وفيلم Killing Them Softly الذي يتابع حكاية قاتل مأجور تستعين المافيا بخدماته للتحقيق في جريمة، ويلعب بطولته براد بيت في ثاني تعاون يجمعه بالمخرج آندرو دومينيك بعد الفيلم الجميل ""اغتيال جيسي جيمس"". هذا إلى جانب فيلم Lawless من بطولة الممثل الشاب شيا ليبوف وإخراج الأسترالي جون هيلكوت مخرج الفيلمين الممتازين The Road وThe Proposition. يضاف إلى هذه الأفلام، مجموعة أخرى يقف خلفها مخرجون مبدعون، ورغم أن التوقع بتميز أفلامهم المنتظرة سابق لأوانه، إلا أنهم تعودوا أن يتركوا بصمة في موسم الجوائز مع أي فيلم يقدمونه، وهم جديرون بأن يكونوا من نجوم موسم 2012، ومن هؤلاء المخرج المميز غوس فان سانت الذي سيقدم فيلمه الجديد بعنوان Promised Land في 11 يناير المقبل بمشاركة الممثل مات ديمون. كما يقدم المخرج روبرت زيميكس (مخرج فيلم فورست غامب) في نوفمبر المقبل فيلمه الجديد Flight والذي يروي فيه قصة إنقاذ طائرة من الهبوط، ويلعب بطولته الممثل دينزل واشنطن. ومن بين الأفلام المنتظرة، فيلم الجريمة Gangster Squad الذي يسبح في فلك المافيا وحروب العصابات في أربعينيات القرن الماضي ويلعب بطولته شون بين ورايان غوسلينغ. وأيضاً فيلم A Late Quartet الذي لم يتحدد بعد موعد عرضه لكنه يحمل المعطيات التي تؤهله لترك بصمة واضحة؛ خاصة مع وجود الممثل البارع فيليب سايمور هوفمان وكريستوفر ووكن على رأس طاقمه التمثيلي. العجوز المبدع كلينت إيستوود الذي أثار الجدل قبل أيام بخطابه السياسي الذي وجهه لأوباما خلال احتفالٍ للحزب الجمهوري الأمريكي، والذي كان قد أعلن في عام 2008 بأن فيلمه Gran Torino سيكون آخر ظهور له كممثل، أخل بهذا الوعد وسيظهر في 2012 كممثل فقط، حيث سيكتفي بالقيام ببطولة فيلم Trouble with the Curve وفيه يؤدي شخصية رجل مريض يعيش آخر أيامه ويخطط للقيام برحلة وداع أخيرة مع ابنته. أما النجم توم هانكس فسيسجل حضوره من خلال فيلم الخيال العلمي Cloud Atlas الذي تتأرجح فرصه في موسم الجوائز لكن تواجد هانكس إلى جانب المخرج الألماني توم تايكوير (مخرج الفيلمين الشهيرين العطر وRun Lola Run) قد يزيدان من حظوظه. هذه الأفلام تُمثل صفوة أفلام موسم 2012، وسواء نافست على الجوائز كما تشير الاحتمالات، أو خرجت من المنافسة من دون أي جائزة، فإن المنتظر منها أن تكون أفلاماً مميزة عطفاً على أسماء المخرجين والممثلين المشاركين فيها، وهي دون شك تستحق الانتظار.",أفضل الأفلام الأمريكية في طريقها إلى صالات السينما.. موسم الجوائز يبدأ,سينما, الجمعة 20 شوال 1433 هـ - 7 سبتمبر 2012م - العدد 16146 
" من بين الروايات التي سيتم تحويلها إلى السينما في العام الحالي 2012 تأتي رواية ""حياة باي"" كأهم حدث يمكن تسجيله في هذا الاتجاه، فهذه الرواية التي فازت بجائزة البوكر العالمية قبل عشر سنوات ستعود للأضواء من جديد في 21 نوفمبر المقبل عند عرض الفيلم المأخوذ عنها الذي أخرجه التايواني الكبير آنغ لي. الرواية التي صدرت عام 2001 للكاتب الكندي يان مارتل والتي تمت ترجمتها للعربية عام 2006، تحكي قصة مثيرة للفتى الهندي ""باي"" الذي وجد نفسه وحيداً في قارب هش في عرض المحيط برفقة نمر مفترس. وتقول الحكاية التي رسمها مارتل بكثير من التشويق أن الفتى ""باي"" غادر الهند مسافراً إلى كندا على متن باخرة برفقة أسرته وأعداد كبيرة من الحيوانات التي يملكونها والتي قرروا نقلها إلى كندا لإنشاء حديقة للحيوان هناك. وأثناء عبورهم المحيط تغرق الباخرة ولا ينجو منها إلا الفتى ""باي"" وقليل من الحيوانات التي تُكمل الرحلة معه عبر المحيط لأكثر من 270 يوماً بلا غذاء، في رحلة قاسية اختلطت فيها مشاعر اليأس بالأمل. مخرج الفيلم آنغ لي من أبرز صناع السينما المعاصرين وحقق نجاحات عالمية بأفلامه التي تدور في أغلبها حول حالات عاطفية ملتبسة، ومن أهمها فيلم Sense and Sensibility، وفيلم The Ice Storm، وفيلم Luse ،Caution الذي أثار جدلاً كبيراً عام 2007. وكان آنغ لي قد اختير لإخراج فيلم ""حياة باي"" بعد انسحاب أكثر من مخرج تم ترشيحهم قبله مثل نايت شايملان وألفونسو كوران وجان بيير جونيه.",(حياة باي-Life Of Pi),سينما, الجمعة 20 شوال 1433 هـ - 7 سبتمبر 2012م - العدد 16146 
